20:47:54.426431 [queue=0] packet #1, 192.168.43.140:49672 -> 192.168.43.139:1234, sz=2 is delivered
20:47:54.427299 [queue=0] packet #1, 192.168.43.139:1234 -> 192.168.43.140:49672, sz=2 is delivered
20:47:54.450256 [queue=0] packet #2, 192.168.43.140:49673 -> 192.168.43.139:1234, sz=67 is delivered
20:47:54.454248 [queue=0] packet #1, 127.0.0.1:63794 -> 127.0.0.1:1234, sz=2 is delivered
20:47:54.467198 [queue=0] packet #2, 192.168.43.139:1234 -> 192.168.43.140:49673, sz=366 is delivered
20:47:54.467198 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:63794, sz=2 is delivered
20:47:54.468178 [queue=0] packet #2, 127.0.0.1:63795 -> 127.0.0.1:1234, sz=65 is delivered
20:47:54.498865 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:63795, sz=356 is delivered
20:47:54.499094 [queue=0] packet #3, 127.0.0.1:63795 -> 127.0.0.1:1234, sz=3 is delivered
20:47:54.501089 [queue=0] packet #3, 127.0.0.1:1234 -> 127.0.0.1:63795, sz=5 is delivered
20:47:54.502083 [queue=0] packet #4, 127.0.0.1:63795 -> 127.0.0.1:1234, sz=2 is delivered
20:47:54.565658 [queue=0] packet #3, 192.168.43.140:49673 -> 192.168.43.139:1234, sz=8 is delivered
20:47:58.083620 [queue=0] packet #3, 192.168.43.140:49673 -> 192.168.43.139:1234, sz=8 is delivered
20:48:01.223901 [queue=0] packet #3, 192.168.43.140:49673 -> 192.168.43.139:1234, sz=8 is delivered
20:48:04.637292 [queue=0] packet #3, 192.168.43.140:49673 -> 192.168.43.139:1234, sz=8 is delivered
20:48:06.889523 [queue=0] packet #3, 192.168.43.140:49673 -> 192.168.43.139:1234, sz=8 is delivered
20:48:09.984619 [queue=0] packet #3, 192.168.43.140:49673 -> 192.168.43.139:1234, sz=8 is delivered
20:48:13.237600 [queue=0] packet #3, 192.168.43.140:49673 -> 192.168.43.139:1234, sz=8 is delivered
20:48:17.230875 [queue=0] packet #3, 192.168.43.140:49673 -> 192.168.43.139:1234, sz=8 is delivered
20:48:20.712359 [queue=0] packet #3, 192.168.43.140:49673 -> 192.168.43.139:1234, sz=8 is delivered
20:48:23.683772 [queue=0] packet #3, 192.168.43.140:49673 -> 192.168.43.139:1234, sz=8 is delivered
20:48:24.606429 [queue=0] packet #3, 192.168.43.140:49673 -> 192.168.43.139:1234, sz=8 is delivered
20:48:28.597182 [queue=0] packet #4, 192.168.43.140:49673 -> 192.168.43.139:1234, sz=2 is delivered
21:35:06.985584 config: drop-rate=0.40, max-delay=0s, seed=1544063706984561200
21:35:06.986551 router is listening at :3000
21:35:38.584578 [queue=0] packet #1, 127.0.0.1:61848 -> 127.0.0.1:1234, sz=2 is dropped
21:35:41.788876 [queue=0] packet #1, 127.0.0.1:61848 -> 127.0.0.1:1234, sz=2 is dropped
21:35:44.791600 [queue=0] packet #1, 127.0.0.1:61848 -> 127.0.0.1:1234, sz=2 is dropped
21:35:47.796045 [queue=0] packet #1, 127.0.0.1:61848 -> 127.0.0.1:1234, sz=2 is delivered
21:35:47.802981 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:61848, sz=2 is dropped
21:35:50.798832 [queue=0] packet #1, 127.0.0.1:61848 -> 127.0.0.1:1234, sz=2 is delivered
21:35:50.799017 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:61848, sz=2 is delivered
21:35:50.802053 [queue=0] packet #2, 127.0.0.1:61849 -> 127.0.0.1:1234, sz=38 is delivered
21:35:50.824233 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:61849, sz=403 is dropped
21:35:53.805151 [queue=0] packet #2, 127.0.0.1:61849 -> 127.0.0.1:1234, sz=38 is delivered
21:35:53.807945 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:61849, sz=403 is dropped
21:35:56.808424 [queue=0] packet #2, 127.0.0.1:61849 -> 127.0.0.1:1234, sz=38 is delivered
21:35:56.812652 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:61849, sz=403 is dropped
21:35:59.811294 [queue=0] packet #2, 127.0.0.1:61849 -> 127.0.0.1:1234, sz=38 is delivered
21:35:59.815773 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:61849, sz=403 is delivered
21:35:59.816279 [queue=0] packet #3, 127.0.0.1:61849 -> 127.0.0.1:1234, sz=3 is dropped
21:36:02.818513 [queue=0] packet #3, 127.0.0.1:61849 -> 127.0.0.1:1234, sz=3 is delivered
21:36:02.819810 [queue=0] packet #3, 127.0.0.1:1234 -> 127.0.0.1:61849, sz=5 is delivered
21:36:02.821848 [queue=0] packet #4, 127.0.0.1:61849 -> 127.0.0.1:1234, sz=2 is dropped
21:36:37.321785 config: drop-rate=0.40, max-delay=10ms, seed=1544063797321332500
21:36:37.322819 router is listening at :3000
21:39:52.191688 [queue=1] packet #1, 127.0.0.1:60005 -> 127.0.0.1:1234, sz=2 is delayed for 7ms
21:39:52.199720 [queue=0] packet #1, 127.0.0.1:60005 -> 127.0.0.1:1234, sz=2 is delivered
21:39:52.200783 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:60005, sz=2 is dropped
21:39:52.336970 [queue=1] packet #1, 192.168.43.140:57910 -> 192.168.43.139:1234, sz=2 is delayed for 4ms
21:39:52.341533 [queue=0] packet #1, 192.168.43.140:57910 -> 192.168.43.139:1234, sz=2 is delivered
21:39:52.344531 [queue=1] packet #1, 192.168.43.139:1234 -> 192.168.43.140:57910, sz=2 is delayed for 800µs
21:39:52.348478 [queue=0] packet #1, 192.168.43.139:1234 -> 192.168.43.140:57910, sz=2 is delivered
21:39:53.447177 [queue=1] packet #2, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=79 is delayed for 9.9ms
21:39:53.457984 [queue=0] packet #2, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=79 is delivered
21:39:53.484318 [queue=1] packet #2, 192.168.43.139:1234 -> 192.168.43.140:57911, sz=366 is delayed for 700µs
21:39:53.485315 [queue=0] packet #2, 192.168.43.139:1234 -> 192.168.43.140:57911, sz=366 is delivered
21:39:53.948523 [queue=1] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is delayed for 9ms
21:39:53.958988 [queue=0] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is delivered
21:39:55.193469 [queue=1] packet #1, 127.0.0.1:60005 -> 127.0.0.1:1234, sz=2 is delayed for 7.3ms
21:39:55.201628 [queue=0] packet #1, 127.0.0.1:60005 -> 127.0.0.1:1234, sz=2 is delivered
21:39:55.202635 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:60005, sz=2 is dropped
21:39:56.625638 [queue=1] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is delayed for 1.1ms
21:39:56.628482 [queue=0] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is delivered
21:39:58.196499 [queue=0] packet #1, 127.0.0.1:60005 -> 127.0.0.1:1234, sz=2 is dropped
21:39:59.703007 [queue=1] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is delayed for 8.4ms
21:39:59.711855 [queue=0] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is delivered
21:40:01.199740 [queue=1] packet #1, 127.0.0.1:60005 -> 127.0.0.1:1234, sz=2 is delayed for 8.6ms
21:40:01.209923 [queue=0] packet #1, 127.0.0.1:60005 -> 127.0.0.1:1234, sz=2 is delivered
21:40:01.210932 [queue=1] packet #1, 127.0.0.1:1234 -> 127.0.0.1:60005, sz=2 is delayed for 600µs
21:40:01.214927 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:60005, sz=2 is delivered
21:40:01.215916 [queue=0] packet #2, 127.0.0.1:60006 -> 127.0.0.1:1234, sz=72 is dropped
21:40:03.177376 [queue=0] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is dropped
21:40:04.218950 [queue=1] packet #2, 127.0.0.1:60006 -> 127.0.0.1:1234, sz=72 is delayed for 4.3ms
21:40:04.223936 [queue=0] packet #2, 127.0.0.1:60006 -> 127.0.0.1:1234, sz=72 is delivered
21:40:04.236887 [queue=1] packet #2, 127.0.0.1:1234 -> 127.0.0.1:60006, sz=356 is delayed for 6.1ms
21:40:04.244741 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:60006, sz=356 is delivered
21:40:04.244741 [queue=1] packet #3, 127.0.0.1:60006 -> 127.0.0.1:1234, sz=3 is delayed for 3.1ms
21:40:04.251846 [queue=0] packet #3, 127.0.0.1:60006 -> 127.0.0.1:1234, sz=3 is delivered
21:40:04.252736 [queue=0] packet #3, 127.0.0.1:1234 -> 127.0.0.1:60006, sz=5 is dropped
21:40:05.641611 [queue=0] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is dropped
21:40:07.247541 [queue=1] packet #3, 127.0.0.1:60006 -> 127.0.0.1:1234, sz=3 is delayed for 7.2ms
21:40:07.255520 [queue=0] packet #3, 127.0.0.1:60006 -> 127.0.0.1:1234, sz=3 is delivered
21:40:07.257590 [queue=1] packet #3, 127.0.0.1:1234 -> 127.0.0.1:60006, sz=5 is delayed for 1ms
21:40:07.260506 [queue=0] packet #3, 127.0.0.1:1234 -> 127.0.0.1:60006, sz=5 is delivered
21:40:07.261503 [queue=1] packet #4, 127.0.0.1:60006 -> 127.0.0.1:1234, sz=2 is delayed for 6.3ms
21:40:07.270478 [queue=0] packet #4, 127.0.0.1:60006 -> 127.0.0.1:1234, sz=2 is delivered
21:40:08.707077 [queue=0] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is dropped
21:40:11.577016 [queue=1] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is delayed for 9.1ms
21:40:11.587476 [queue=0] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is delivered
21:40:15.954759 [queue=1] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is delayed for 8.3ms
21:40:15.963909 [queue=0] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is delivered
21:40:17.726403 [queue=0] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is dropped
21:40:20.588791 [queue=0] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is dropped
21:40:23.667123 [queue=0] packet #3, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=8 is dropped
21:40:26.731509 [queue=1] packet #4, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=2 is delayed for 5.7ms
21:40:26.737628 [queue=0] packet #4, 192.168.43.140:57911 -> 192.168.43.139:1234, sz=2 is delivered
18:38:47.895657 config: drop-rate=0.00, max-delay=0s, seed=1575502727894656700
18:38:47.915670 router is listening at :3000
18:38:50.709544 [queue=0] packet #1, 127.0.0.1:62324 -> 127.0.0.1:1234, sz=2 is delivered
18:38:50.712544 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:62324, sz=2 is delivered
18:38:50.714546 [queue=0] packet #2, 127.0.0.1:62325 -> 127.0.0.1:1234, sz=38 is delivered
18:38:50.746569 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:62325, sz=396 is delivered
18:38:50.747570 [queue=0] packet #3, 127.0.0.1:62325 -> 127.0.0.1:1234, sz=8 is delivered
18:38:50.748570 [queue=0] packet #3, 127.0.0.1:1234 -> 127.0.0.1:62325, sz=5 is delivered
18:38:50.748570 [queue=0] packet #4, 127.0.0.1:62325 -> 127.0.0.1:1234, sz=2 is delivered
18:40:08.138109 [queue=0] packet #1, 127.0.0.1:62336 -> 127.0.0.1:1234, sz=2 is delivered
18:40:08.140109 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:62336, sz=2 is delivered
18:40:08.143112 [queue=0] packet #2, 127.0.0.1:62337 -> 127.0.0.1:1234, sz=47 is delivered
18:40:08.145113 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:62337, sz=347 is delivered
18:40:08.147118 [queue=0] packet #3, 127.0.0.1:62337 -> 127.0.0.1:1234, sz=8 is delivered
18:40:08.148116 [queue=0] packet #3, 127.0.0.1:1234 -> 127.0.0.1:62337, sz=5 is delivered
18:40:08.149119 [queue=0] packet #4, 127.0.0.1:62337 -> 127.0.0.1:1234, sz=2 is delivered
18:41:01.763530 [queue=0] packet #1, 127.0.0.1:62346 -> 127.0.0.1:8888, sz=2 is delivered
18:41:04.765606 [queue=0] packet #1, 127.0.0.1:62346 -> 127.0.0.1:8888, sz=2 is delivered
18:41:07.767676 [queue=0] packet #1, 127.0.0.1:62346 -> 127.0.0.1:8888, sz=2 is delivered
18:41:10.769744 [queue=0] packet #1, 127.0.0.1:62346 -> 127.0.0.1:8888, sz=2 is delivered
18:41:13.773182 [queue=0] packet #1, 127.0.0.1:62346 -> 127.0.0.1:8888, sz=2 is delivered
18:41:16.775360 [queue=0] packet #1, 127.0.0.1:62346 -> 127.0.0.1:8888, sz=2 is delivered
18:41:19.776714 [queue=0] packet #1, 127.0.0.1:62346 -> 127.0.0.1:8888, sz=2 is delivered
18:49:50.467537 [queue=0] packet #1, 127.0.0.1:62428 -> 127.0.0.1:1234, sz=2 is delivered
18:49:50.467537 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:62428, sz=2 is delivered
18:49:50.613640 [queue=0] packet #2, 127.0.0.1:62429 -> 127.0.0.1:1234, sz=48 is delivered
18:49:50.626649 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:62429, sz=395 is delivered
18:49:50.628651 [queue=0] packet #3, 127.0.0.1:62429 -> 127.0.0.1:1234, sz=8 is delivered
18:49:50.629652 [queue=0] packet #3, 127.0.0.1:1234 -> 127.0.0.1:62429, sz=5 is delivered
18:49:50.630653 [queue=0] packet #4, 127.0.0.1:62429 -> 127.0.0.1:1234, sz=2 is delivered
18:50:16.846467 [queue=0] packet #1, 127.0.0.1:62439 -> 127.0.0.1:1234, sz=2 is delivered
18:50:16.846467 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:62439, sz=2 is delivered
18:50:16.847468 [queue=0] packet #2, 127.0.0.1:62440 -> 127.0.0.1:1234, sz=48 is delivered
18:50:16.851483 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:62440, sz=400 is delivered
18:50:16.851483 [queue=0] packet #3, 127.0.0.1:62440 -> 127.0.0.1:1234, sz=8 is delivered
18:50:16.852474 [queue=0] packet #3, 127.0.0.1:1234 -> 127.0.0.1:62440, sz=5 is delivered
18:50:16.853472 [queue=0] packet #4, 127.0.0.1:62440 -> 127.0.0.1:1234, sz=2 is delivered
18:50:54.024557 [queue=0] packet #1, 127.0.0.1:62441 -> 127.0.0.1:1234, sz=2 is delivered
18:50:54.025557 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:62441, sz=2 is delivered
18:50:54.028560 [queue=0] packet #2, 127.0.0.1:62442 -> 127.0.0.1:1234, sz=48 is delivered
18:50:54.108850 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:62442, sz=350 is delivered
18:50:54.112852 [queue=0] packet #3, 127.0.0.1:62442 -> 127.0.0.1:1234, sz=8 is delivered
18:50:54.116855 [queue=0] packet #3, 127.0.0.1:1234 -> 127.0.0.1:62442, sz=5 is delivered
18:50:54.117857 [queue=0] packet #4, 127.0.0.1:62442 -> 127.0.0.1:1234, sz=2 is delivered
18:51:41.949006 [queue=0] packet #1, 127.0.0.1:62452 -> 127.0.0.1:1234, sz=2 is delivered
18:51:41.963017 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:62452, sz=2 is delivered
18:51:41.964017 [queue=0] packet #2, 127.0.0.1:62453 -> 127.0.0.1:1234, sz=113 is delivered
18:51:41.969020 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:62453, sz=347 is delivered
18:51:41.970021 [queue=0] packet #3, 127.0.0.1:62453 -> 127.0.0.1:1234, sz=8 is delivered
18:51:41.971022 [queue=0] packet #3, 127.0.0.1:1234 -> 127.0.0.1:62453, sz=5 is delivered
18:51:41.972023 [queue=0] packet #4, 127.0.0.1:62453 -> 127.0.0.1:1234, sz=2 is delivered
18:52:11.102558 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:14.104657 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:17.107855 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:20.108925 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:23.114808 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:26.116146 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:29.120945 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:30.218545 [queue=0] packet #1, 127.0.0.1:62464 -> 127.0.0.1:1234, sz=2 is delivered
18:52:30.219545 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:62464, sz=2 is delivered
18:52:30.348601 [queue=0] packet #2, 127.0.0.1:62465 -> 127.0.0.1:1234, sz=61 is delivered
18:52:30.351605 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:62465, sz=401 is delivered
18:52:30.351605 [queue=0] packet #3, 127.0.0.1:62465 -> 127.0.0.1:1234, sz=8 is delivered
18:52:30.352605 [queue=0] packet #3, 127.0.0.1:1234 -> 127.0.0.1:62465, sz=5 is delivered
18:52:30.353605 [queue=0] packet #4, 127.0.0.1:62465 -> 127.0.0.1:1234, sz=2 is delivered
18:52:32.123627 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:35.126049 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:38.128112 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:41.129641 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:44.133001 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:47.135395 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:50.138832 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:53.140903 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:56.142979 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:52:59.146061 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:02.150291 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:05.153505 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:08.156587 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:11.159642 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:14.162634 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:17.163704 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:20.166400 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:23.169286 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:26.174212 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:27.647116 [queue=0] packet #1, 127.0.0.1:62475 -> 127.0.0.1:1234, sz=2 is delivered
18:53:27.648097 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:62475, sz=2 is delivered
18:53:27.649098 [queue=0] packet #2, 127.0.0.1:62476 -> 127.0.0.1:1234, sz=62 is delivered
18:53:27.652100 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:62476, sz=402 is delivered
18:53:27.653101 [queue=0] packet #3, 127.0.0.1:62476 -> 127.0.0.1:1234, sz=8 is delivered
18:53:27.654102 [queue=0] packet #3, 127.0.0.1:1234 -> 127.0.0.1:62476, sz=5 is delivered
18:53:27.655103 [queue=0] packet #4, 127.0.0.1:62476 -> 127.0.0.1:1234, sz=2 is delivered
18:53:29.180293 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:32.181108 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:35.183988 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:38.187342 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:41.190564 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:44.193384 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:47.196432 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:50.200153 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:53.203712 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:56.206656 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:53:56.451805 [queue=0] packet #1, 127.0.0.1:62478 -> 127.0.0.1:1234, sz=2 is delivered
18:53:56.452806 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:62478, sz=2 is delivered
18:53:56.454806 [queue=0] packet #2, 127.0.0.1:62479 -> 127.0.0.1:1234, sz=75 is delivered
18:53:56.457811 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:62479, sz=436 is delivered
18:53:56.458810 [queue=0] packet #3, 127.0.0.1:62479 -> 127.0.0.1:1234, sz=8 is delivered
18:53:56.459810 [queue=0] packet #3, 127.0.0.1:1234 -> 127.0.0.1:62479, sz=5 is delivered
18:53:56.460811 [queue=0] packet #4, 127.0.0.1:62479 -> 127.0.0.1:1234, sz=2 is delivered
18:53:59.209882 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:54:02.213340 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:54:05.214450 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:54:08.217526 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:54:11.219607 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:54:14.221623 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:54:17.224704 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:54:20.228603 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:54:23.231819 [queue=0] packet #1, 127.0.0.1:62457 -> 127.0.0.1:8888, sz=2 is delivered
18:55:15.275839 [queue=0] packet #1, 127.0.0.1:62497 -> 127.0.0.1:1234, sz=2 is delivered
18:55:15.277840 [queue=0] packet #1, 127.0.0.1:1234 -> 127.0.0.1:62497, sz=2 is delivered
18:55:15.429648 [queue=0] packet #2, 127.0.0.1:62498 -> 127.0.0.1:1234, sz=95 is delivered
18:55:15.432651 [queue=0] packet #2, 127.0.0.1:1234 -> 127.0.0.1:62498, sz=387 is delivered
18:56:14.203479 [queue=0] packet #1, 127.0.0.1:62508 -> 127.0.0.1:8888, sz=2 is delivered
18:56:17.346442 [queue=0] packet #1, 127.0.0.1:62508 -> 127.0.0.1:8888, sz=2 is delivered
18:56:20.349494 [queue=0] packet #1, 127.0.0.1:62508 -> 127.0.0.1:8888, sz=2 is delivered
18:56:23.352533 [queue=0] packet #1, 127.0.0.1:62508 -> 127.0.0.1:8888, sz=2 is delivered
18:56:26.359860 [queue=0] packet #1, 127.0.0.1:62508 -> 127.0.0.1:8888, sz=2 is delivered
18:56:26.365505 [queue=0] packet #1, 127.0.0.1:8888 -> 127.0.0.1:62508, sz=2 is delivered
18:56:26.370511 [queue=0] packet #2, 127.0.0.1:62509 -> 127.0.0.1:8888, sz=95 is delivered
18:56:26.433688 [queue=0] packet #2, 127.0.0.1:8888 -> 127.0.0.1:62509, sz=387 is delivered
18:57:20.846319 [queue=0] packet #1, 127.0.0.1:62519 -> 127.0.0.1:8888, sz=2 is delivered
18:57:20.847318 [queue=0] packet #1, 127.0.0.1:8888 -> 127.0.0.1:62519, sz=2 is delivered
18:57:20.993171 [queue=0] packet #2, 127.0.0.1:62520 -> 127.0.0.1:8888, sz=61 is delivered
18:57:20.996174 [queue=0] packet #2, 127.0.0.1:8888 -> 127.0.0.1:62520, sz=346 is delivered
18:57:20.997174 [queue=0] packet #3, 127.0.0.1:62520 -> 127.0.0.1:8888, sz=8 is delivered
18:57:20.997174 [queue=0] packet #3, 127.0.0.1:8888 -> 127.0.0.1:62520, sz=5 is delivered
18:57:20.998176 [queue=0] packet #4, 127.0.0.1:62520 -> 127.0.0.1:8888, sz=2 is delivered
18:57:46.802325 [queue=0] packet #1, 127.0.0.1:62527 -> 127.0.0.1:8888, sz=2 is delivered
18:57:46.803322 [queue=0] packet #1, 127.0.0.1:8888 -> 127.0.0.1:62527, sz=2 is delivered
18:57:46.804323 [queue=0] packet #2, 127.0.0.1:62528 -> 127.0.0.1:8888, sz=59 is delivered
18:57:46.807325 [queue=0] packet #2, 127.0.0.1:8888 -> 127.0.0.1:62528, sz=358 is delivered
18:57:46.807325 [queue=0] packet #3, 127.0.0.1:62528 -> 127.0.0.1:8888, sz=8 is delivered
18:57:46.808325 [queue=0] packet #3, 127.0.0.1:8888 -> 127.0.0.1:62528, sz=5 is delivered
18:57:46.809327 [queue=0] packet #4, 127.0.0.1:62528 -> 127.0.0.1:8888, sz=2 is delivered
18:57:57.365151 [queue=0] packet #1, 127.0.0.1:62532 -> 127.0.0.1:8888, sz=2 is delivered
18:57:57.366150 [queue=0] packet #1, 127.0.0.1:8888 -> 127.0.0.1:62532, sz=2 is delivered
18:57:57.367151 [queue=0] packet #2, 127.0.0.1:62533 -> 127.0.0.1:8888, sz=93 is delivered
18:57:57.369155 [queue=0] packet #2, 127.0.0.1:8888 -> 127.0.0.1:62533, sz=392 is delivered
18:57:57.373155 [queue=0] packet #3, 127.0.0.1:62533 -> 127.0.0.1:8888, sz=8 is delivered
18:57:57.373155 [queue=0] packet #3, 127.0.0.1:8888 -> 127.0.0.1:62533, sz=5 is delivered
18:57:57.374155 [queue=0] packet #4, 127.0.0.1:62533 -> 127.0.0.1:8888, sz=2 is delivered
19:01:13.794796 [queue=0] packet #1, 127.0.0.1:62562 -> 127.0.0.1:8888, sz=2 is delivered
19:01:13.795796 [queue=0] packet #1, 127.0.0.1:8888 -> 127.0.0.1:62562, sz=2 is delivered
19:01:13.795796 [queue=0] packet #2, 127.0.0.1:62563 -> 127.0.0.1:8888, sz=59 is delivered
